Sentence,Hyperbole,Metaphor
"The rate on Federal funds , or reserves banks lend one another overnight , could climb above 8 % by tomorrow from just under 7 3 4 % , he said",0,0
A revenue passenger mile is one paying passenger flown one mile,0,0
"Mohammed Abu - Helal , a West Bank farmer , used to ride his donkey across the river on Fridays to attend an east - bank mosque",0,0
Campeau said it plans to sue to strike down the agreement to pay $ 45 million to Macy,0,0
"Meanwhile , well - known institutional money managers such as Fred Alger of New York and State Street Research of Boston have rolled out mutual funds , though they have n't always been able to attract big assets",0,0
"They have agreed to attack only the Socalists , not each other , so Mr. Barre must find a way to beat Mr. Chirac without talking about him",0,0
Mr. Knight and others criticize the service for helping students miss classes,0,0
A state district - court judge dissolved a temporary restraining order against the acquisition,0,0
R.G. Barry Corp. said that fire destroyed one of its Mexican plants and that as a result projected 1988 sales are expected to be reduced 3 % to 4 %,0,0
"Because Seabrook 's partners make these payments three months in advance , the missed contributions wo n't immediately put Massachusetts Municipal in arrears , giving it time to negotiate with the other partners",0,0
"Look who else is ready and rested over at the Orpheum Theater: Populist Huey Long , assassinated 53 years ago , but livelier than most redfish in this revisionist play , `` The Kingfish , '' about a rustic some called a born leader and others a sleazeball",0,0
"Unable to find any glasses on the private plane , they drank the bubbly right out of a common bottle , like old friends after a good football game",0,0
"`` It is better for a pitchman to die than to be caught alive in a scandal , '' contends Albert Lerman , chief creative officer at D'Arcy Masius Benton & Bowles in St. Louis , whose clients include Anheuser - Busch Cos",0,0
"The president , buoyed by his victory and favorable opinion polls , dissolved parliament to seek an outright majority for his party",0,0
"At a station beneath the World Trade Center , a tall young man stepped out of a shadow to greet me",0,0
"For $ 12 , Dr. Cartwright sells T - shirts with four little pockets sewn in to hold tennis balls that make it uncomfortable to sleep on the back",0,0
"When Will Vinton eats his Raisin Bran cereal every morning , he 'd like to reach into the bowl and shake the raisins ' little hands",0,0
"They note that passengers must pass through X - ray screening machines when they leave most U.S. ports ; luggage goes through security checks , too",0,0
"Congress has kicked around a bill to strike a palladium coin , but it has n't generated much support",0,0
"Stones are laid close together , generally slanting inward , with each stone touching as many others as possible",0,0
"He cites a jumble of nagging concerns , including the paucity of money flowing back into the stock market , companies ' eagerness to buy back their stock rather than invest in their businesses , and speculators ' search for quick profits through takeovers",0,0
"The French are targeting certain industries such as publishing and telecommunications , and building up German - sized companies , in a bid to dominate the European market for those products",0,0
"Charles E. Lasseter , formerly senior vice president and controller , was named group vice president , finance , and chief financial officer of this natural - gas pipeline concern , filling a vacancy",0,0
"Valerii Ignatov , Licensintorg 's general director , noted that in 25 years , the U.S.S.R. had struck only 100 licensing agreements for technology with U.S. companies",0,0
"Phillip Williams , vice - chairman of Times Mirror Co . , publisher of the Los Angeles Times and Newsday , among other newspapers , would n't predict whether the price increase would stick , because he said it would depend on market conditions more than three months from now",0,0
"Tomorrow night at New York 's swank Pierre Hotel , 200 advertising executives in black tie will dance to the jazz of Ann Hampton Callaway and dine on grilled salmon , filet of beef Peregourdine and pastry tulips filled with praline ice cream",0,0
"At the Houston Petroleum Club , industry officials could n't eat lunch of late without discussing speculation that Exxon was going to walk away with all of the Tenneco properties",0,0
"In a joint venture with a Japanese company this fall , Nucor Corp. of Charlotte will start melting steel in a new 500 - worker I - beam mill at Blytheville , Ark . , on the Mississippi",0,0
Venezuelans traditionally drank 12 - year - old scotch such as Johnnie Walker Black Label that never accounted for more than 6 % of the U.S. market,0,0
"The appointments , filling vacant posts , are the first since the company 's top officers resigned at the end of May",0,0
"Zane Brown , executive vice president of Equitable Capital Management Corp . , agreed that long - term Treasury yields could fall as low as 8 3 4 % as early as this week as more economic reports lend support to the view that the U.S. economy is slowing",0,0
By targeting users - - raising the risk of their crimes with the promise of certain punishment - - policy makers can seriously dent demand,0,0
"Their clearest disagreement is on the death penalty: Mr. Bush favors it for big drug traffickers and those who kill during drug - related crimes , while Mr. Dukakis has opposed the death penalty",0,0
"The escaped gas can cause a problem if it mixes with moisture in the air , forming corrosive nitric acid",0,0
"With their wives and girlfriends in Mexico , it 's common to see men dancing alone here",0,0
"Mr. Tassin 's new team will be filled out by Stephen Gardner , 28 , and Christopher Kreidler , 24 , who were hired during the past year to work with the group",0,0
"Equally important , his Socialist government absorbed and then , in effect , destroyed the French Communist Party",0,0
"Villagers danced in the streets at the news that electric light would be coming to their homes , he recalls",0,0
Some traders tied heavy purchases of mortgage securities shortly after the opening to investors concerned about missing the rally in the bond market,0,0
"The reservoir , used mostly for agriculture , is the source of the artesian wells that allowed oases to flourish along the coast for hundreds of years",0,0
"The Canadian government agency said the funds will be lent to the Bank of China , which will make them available to the China National Technical Import & Export Corp . , which is purchasing the plants",0,0
The downturn quickly steamrolled on conjecture that the big rise in soybean futures prices in the past two weeks might motivate some farmers to plant more soybeans,0,0
"If the Russians had rolled over West Germany last week , it might have made Messrs",0,0
"The six central - bank governors appointed by President Reagan are , for the most part , strong - minded individuals pursuing differing theories about how the economy works . - LRB - John LaWare , the chairman of Shawmut National Corp . , has emerged as the leading candidate to fill the remaining seat on the Reserve Board. - RRB - / - RRB -",0,0
"`` We ca n't go any further until the commission has in fact examined the application , '' she said",0,0
"The feisty , 62 - year - old director of the airline division of the Teamsters union wants 4 , 300 Pan Am reservationists , ticket agents , and office and other workers to strike Pan Am Corp. after a cooling - off period that ends Sunday",0,0
"Since May , he has hired a marketing consultant , a creative director and a new marketing manager to help Hanover use its consumer lists more effectively , targeting only those consumers most likely to buy",0,0
"The Bush strategists insist they will not attack Mr. Robertson , noting that much of their own support in the South is conservative and evangelical",0,0
Omnicom 's Tracy - Locke unit in Texas recently struck a deal to buy back 20 % of its stock from the parent,0,0
"Before examining them , Mr. Araujo says he has to read the MiG flight manual , an unwieldly volume he discovered was written in Chinese",0,0
"`` They knocked on my door and I was more than happy to accommodate them , '' Mr. West said",0,0
"But however microscopically small the particle size and smooth the consistency , this product is still 100 % egg white or milk protein",0,0
"But Conservative Party policies outlined earlier this month borrowed from some of Mr. Hagen 's ideas , an apparent attempt to ride the trend in advance of the election scheduled for Sept. 11 , 1989",0,0
"They began from scratch , amateurs learning to sing and dance and act , working up to 18 hours a day , almost every day",0,0
The delegate surge that Mr. Dukakis rode last night was fueled in part by the peculiar rules governing Pennsylvania 's primary and the 178 delegates at stake,0,0
Suzuki officials said the NHTSA ruling was a major victory and should `` put to rest the inaccurate and misleading attacks on the vehicle .,0,0
"The pilots ' union has retained the accounting firm of Touche , Ross & Co. to plow through Texas Air 's financial reports",0,0
You 're stuck with it,0,0
"The vice president 's confrontation with Mr. Rather also has raised further questions about the media 's performance this political season , as CBS and its affiliates were flooded with phone calls , mostly critical of Mr. Rather",0,0
"About US $ 75 million of the debt is owed to the Brunei government , with the remainder due more than 30 international banks that lent the then Khoo - owned National Bank money before it was seized and closed by Brunei in November 1986",0,0
"Recently , an appeals court in San Francisco struck down a federal program requiring drug testing for railroad employees after accidents",0,0
"Amherst has a loan fund originally set up to benefit white Anglo - Saxon Protestant men who do n't drink , smoke or gamble",0,0
"`` This memo was withdrawn and destroyed and someone got it by going through our trash and resurrecting it , '' the EDS spokesman said",0,0
"This is one developing nation where U.S. banks have n't been left holding the bag , as under U.S. regulations they are n't allowed to lend to North Korea",0,0
"But as most of those certificates are destroyed in favor of computer records , the investor who requests a certificate will have to wait until it 's delivered by the city or state that issued the bond",0,0
"But earlier , the real estate concern said its financial adviser , First Boston Corp . , had agreed to lend as much as $ 900 million in short - term subordinated debt , in addition to $ 200 million of `` bridge loans .",0,0
"This week , analysts are also beginning to trim their production estimates of the wheat crop planted this spring in the Northern Plains states",0,0
But there has been no escaping the drought that has tormented the Midwest this summer,0,0
"At the end of the group 's 40 - minute set , the audience members have decided they do n't care about the museum 's rules either , and they 're dancing in the aisles",0,0
"Several Wall Street investment bankers said clients have instructed them to examine the feasibility of topping the Swiss giant 's bid , but emphasized that interest so far is preliminary",0,0
"`` There 's a tremendous amount riding on the outcome of this litigation , '' says Carl Taylor , an attorney in the Washington , D.C . , office of Johnson & Swanson , a Dallas - based law firm representing several large corporate plaintiffs",0,0
But some people in the field wonder if the upscale market is big enough for all the start - ups targeted to it,0,0
Tempers flared even more after China State 's early efforts to dig ponds flooded residents ' yards,0,0
Standard Chartered sought the investigation last February following press speculation that the bank illegally lent money to buyers of its shares to ward off Lloyds 's # 1.27 billion - LRB - $ 2.25 billion - RRB - bid,0,0
"Nor do Reason , which was plodding along when Jimmy , Jody and Amy were riding high ; pop - leftish Mother Jones , which added 90 , 000 readers in 1979 - 81 - LRB - according to the Audit Bureau of Circulations - RRB - , immediately after Mr. Carter left office ; nor National Review , which lost 25 % of its readers in the years between Nixon and Reagan",0,0
"If a film about Vietnam feels radically different from any previous war film , the audience will be sure to grasp its anti - war message",0,0
"In contrast , imported goods ride only once or twice",0,0
"In the third round , though , Holmes got up on his toes , danced some , and flicked a few punches",0,0
"Based on the number of acres planted in the spring , the Agriculture Department estimated earlier this year that a normal yield of 121 bushels an acre would generate a harvest of 7.3 billion bushels",0,0
Air Inter really wants the government to change its charter so that it can fly outside of France,0,0
The cancellation of policyholders in West Virginia was based on legislation that would have destroyed the ability of medical - malpractice insurers to exercise their own judgment regarding applicants ' insurability,0,0
"He plowed afoot behind a mule , picked cotton and hoed peanuts",0,0
A court in London sentenced an American member of the outlawed Irish Republican Army to life imprisonment for killing a British police officer 13 years ago,0,0
"Late at night , laughing families pack kebab restaurants or ride Ferris wheels at a gaudy amusement park",0,0
"`` It can now be examined in more detail if the model for restructuring the aerospace industry will hold water , '' Mr. Reuter said",0,0
A revenue passenger mile is one paying passenger flown one mile,0,0
"Art World Inc . , a Fort Lauderdale , Fla . , franchiser of retail art galleries , says it stumbled upon the new trend by accident",0,0
"In the third `` mansion , '' the lascivious emperor , Diocletian - LRB - Patrick Dupond - RRB - , dances a pas de deux with the youth and then repeats it , almost step for step , with the queen",0,0
"That 's pretty much it , plotwise , except for coming up with the various modes of transportation the bounty hunter cop has to use to drag the con man accountant across country",0,0
"`` As these - LRB - new fat substitutes - RRB - flow through the body , they may have laxative properties , '' he says",0,0
Legg Mason 's continued expansion also ate into earnings,0,0
"Japanese companies ' cautiousness on investment , says Michael Lake of the EC 's Tokyo office , `` is based on their reluctance to grasp the fact that Americans grasped years ago",0,0
"Each year in America , 30 , 000 people will die prematurely from diabetes itself",0,0
"Lately , all the talk about possible action in Congress has pumped up the price of the preferred , which closed Friday at 100 1 8",0,0
"Interest in buying cattle contracts at the Chicago Mercantile Exchange evaporated amid growing speculation that the premium of the cattle contract for December delivery had gotten too far above the spot price of live cattle , said Thomas Morgan , president of Sterling Research Corp . , Arlington Heights , Ill",0,0
My impression is that he does n't drink .,0,0
"By hitching a ride on these proteins , drugs can be very narrowly targeted to attack diseased cells , Mr. McCamant says",0,0
"He says it was the Koreans who grabbed the knife , wielded the fabric softener like a club , and , what 's more , beat up Ms. Clark 's 67 - year - old mother , Ivy King , who was standing nearby , for no good reason except that she is black",0,0
"Virginia Belden , who sells vacuum cleaners and sewing machines at the Towne East store , however , frets that some shoppers might miss the thrill of getting a bargain",0,0
"Instead , improved earnings flowed in large part from last year 's decision to reintroduce a five - stick , 25 - cent pack of sugared gum",0,0
"They smashed the display cases , destroying the inventory",0,0
"Robin E. Garland was elected to the board of this appliance manufacturer and processor of limestone , filling a vacancy",0,0
Carnival seems ahead of the pack in targeting younger customers,0,0
"Two years ago , Utah state engineers came up with what seemed a logical solution to the seasonal flooding of the Great Salt Lake: Create yet another lake nearby , and pump the excess water into it",0,0
"It 's far too early to tell whether the current dry spell in parts of the Farm Belt will damage the $ 15 billion U.S. soybean crop , which has barely been planted",0,0
"In May , Pinnacle said the partnership between SunCor and Mr. Diddy had been `` dissolved '' so that SunCor could control development of the property that the partnership had acquired , but Pinnacle did n't give further details of his departure",0,0
"Both France and Italy want to escape the slow - growth effects of Bundesbank dominance of the EMS. West Germans , however , believes it is they that must adapt by showing a greater willingness to employ restrictive monetary and fiscal policies when these are needed to maintain currency stability",0,0
- - The federal funds rate on reserves that banks lend one another overnight will exceed 8 % by year end ; yesterday the rate was over 7 1 2 %,0,0
"In `` As Session Ends , Democrats Can Brag a Little , but They Dropped a Big One '' - LRB - back page , Dec. 18 - RRB - , you missed the biggest accomplishment of the congressional Democrats",0,0
"In an unusual special report in its current issue , the direct - mail industry newsletter , `` Who 's Mailing What , '' attacks the group as one of three `` shadow PACs '' generating profits for Virginia - based fund - raising consultants doing business as Response Dynamics Inc. National Security PAC paid 76 % of its gross receipts in fees to Response Dynamics and associated companies , the newsletter said",0,0
"In hearings before Mr. Needelman last August , the lawyers attacked the seeming contradictions between the papers ' earlier upbeat statements and ambitious spending , and their more recent statements that the Free Press is failing",0,0
"The partnership was dissolved so that SunCor `` could directly and completely control the development '' of nearly 2 , 000 acres of property the partnership had purchased",0,0
"Such rules are set by identifying available emission - control techniques , estimating the reductions they 'll yield at `` model plants , '' and fixing emission levels that most plants installing these controls will meet",0,0
"He declines to comment on whether B.A.T is examining alternatives , saying only that Farmers `` is obviously our first choice .",0,0
"While Japanese companies have substantially stepped up their acquisition of U.S. companies and real estate , much of the lucrative advisory business associated with the purchases has gone to major U.S. investment banks - - especially Morgan Stanley & Co. and Goldman , Sachs & Co",0,0
"The energy exploration and development concern said the well was drilled to 12 , 120 feet in 474 feet of water and flowed at a rate of 10 , 350 barrels of oil a day through a 3 4 - inch opening",0,0
"Developers who struck off on their own during good times now find themselves out of work , Mr. Phillips says",0,0
"Xoma , for example , is targeting T - 4 cells to combat certain diseases associated with bone marrow transplants",0,0
The forecast is likely to add pressure on the government to relax planting curbs on corn and other feed grains,0,0
Yet he missed the mark on his beliefs that money has no `` cost '' and interest rates are the `` price '' of money,0,0
But Vermont Royster 's writings are as addictive as a narcotic and his article `` Some Lessons From a 'Noble Experiment ' '' hooked me once again and showed me what I 'm missing with the loss of his regular column,0,0
"Once , he said , the page turner at a professional concert knocked over the whole score , causing a crescendo where none was intended",0,0
"Adds George Gallup Jr . , the pollster: `` He 's really striking a responsive chord in the populace .",0,0
But Arkansas Gov. Clinton stumbles with his long - winded nominating speech,0,0
"It had wound itself around the erect herb many times , to the latter 's disadvantage , and now its upper tendrils were grasping the air , as if seeking an atmospheric foothold",0,0
Thousands of Chinese soccer fans battled police and besieged a rival team 's hotel during a riot Monday night,0,0
"The company is interested in expanding coal production west of the Mississippi , Mr. Smith said , but it has dissolved its eastern coal exploration group",0,0
"She says six white men , including one wearing a police badge , kidnaped , beat and sexually assaulted her",0,0
The space shuttle touched down gently in California after a four - day flight that cleared the way for more ambitious manned missions,0,0
"If nominated by the president and confirmed by the Senate , Mr. LaWare would fill a seat made vacant in December 1986 by the resignation of Henry Wallich , a Nixon appointee , who left for health reasons",0,0
"Dr. Pizzo , who previewed his study at the Fourth International AIDS Conference in Stockholm , has said one little boy resumed riding his bike on AZT therapy",0,0
"I would n't want my kid to ride in one , '' he says",0,0
"Iran retaliated by firing two missiles that struck Baghdad , killing or injuring an unspecified number of people",0,0
Mexico verifies crop destruction by flying over sprayed sites ; it calls on - ground inspections too risky,0,0
"The warm vapor flows back to the pipe 's cool end where it condenses to a liquid , releasing its heat , and starting the cycle over again",0,0
"First , Japanese imported cars edged up to 21.3 % of the U.S. market in 1987 from 20.7 % in 1986 . - LRB - Imports as a whole grabbed a record 31.1 % of U.S. car sales , up 2.8 percentage points from the year before. - RRB - / - RRB -",0,0
"Another writer goes to Bulgaria , eats bad food , stays at a bad hotel whose name he translates as Rathole Fleabag , and generally has a terrible time",0,0
"China , also an ally of North Korea , is sure to come , and `` unofficial '' trade with Beijing , despite the lack of diplomatic relations , is flourishing",0,0
"As a result , total investment from all sources , domestic and foreign , of about 16 % of gross national product is still way short of the 25 % analysts believe is needed to absorb a fast - expanding labor force",0,0
"And scraping together the evidence for this often entails investigating a claimant 's personal life , checking such details as smoking , drinking and eating habits , emotional stability and family health history",0,0
"Much is made of Mr. Hoxsey 's assertion that his files were open to doubters , but only a few brief seconds are devoted to the fact that when the files were examined they were found to be so incomplete that it was impossible to tell whether the `` cured '' patients actually had had cancer or whether conventional treatment had been effective",0,0
"`` She needs to try to eat , to exercise her facial muscles , to help with speech , '' says Mrs. Antillon optimistically",0,0
"Paradoxically , the market that absorbed most of the dumping in the fourth quarter was Tokyo",0,0
The governor also stepped up his attacks on the credibility of the Bush campaign in an effort to blunt GOP attacks that he is outside the mainstream of American values,0,0
"But other officials , who asked not to be identified , said the helicopter was an MH - 6 flying from one of two large barges moored in the northern Persian Gulf",0,0
The weekly investigative news show aired film of tests in which Jeeps did roll over with apparent ease,0,0
Any particular year 's actual outlays rest on the budgetary authority provided in several past appropriation acts,0,0
"For a time , he slept in a car in the Miami area , and dropped out of weightlifting because of financial and citizenship problems",0,0
"He rarely misses a chance to point to his service on the Watergate committee in 1973 , when he stood up to Richard Nixon and the White House",0,0
The FTC voted 3 - 2 to allow grocers to offer customers rain checks or substitute items when the store runs out of an item it has advertised,0,0
But market analysts said yesterday 's interest - rate action merely touched off a response that has been building for weeks,0,0
"Instead of being directed at the Mafia , they are being used to lend meaning to fuzzy laws and test novel legal theories in cases against Bob Wallach , securities officials from firms such as Princeton Newport and presumably Drexel Burnham , and now the Marcos family",0,0
"Specifically , they contend the Soviet leadership would be less likely to risk an all - out war if their most protected command posts could be struck",0,0
"The Agriculture Department announced late Monday that it had targeted the Soviet Union for an additional one million metric tons of subsidized wheat , bringing to 8.8 million metric tons the amount of U.S. wheat offered to the Soviet Union since October",0,0
"Tamil rebels attacked a village in eastern Sri Lanka , killing at least 16 people in the assault on homes of the majority Sinhalese",0,0
The head of mergers at a medium - sized Wall Street firm says his ardor for such a move has cooled after dissecting results of the Koppers battle,0,0
Anyone who spends a few hours reading his speeches and talking to Democrats familiar with his views learns quickly that Mr. Dukakis has absorbed many of the dovish obsessions of his party 's left,0,0
"Espirito Luciano , a 19 - year - old government soldier who stepped on a land mine and lost his left leg 18 months ago , is dumbfounded by the question",0,0
"Spotting it through two video cameras , the robot reaches out and grabs the cylinder with a mechanical claw",0,0
"`` Vitamins could be passed right out of the body without being absorbed , '' he says",0,0
"He frets that industry 's failure to plow profits back into new capacity will constrain exports , considered by many economists as the brightest hope for maintaining U.S. growth , even if consumer spending weakens",0,0
State - owned banks are so flooded with cash that they pay lower interest rates to customers with big deposits,0,0
Another form of front - running likely to be examined in coming months is trading by Wall Street firms in October in anticipation of massive sell orders by money managers using the computerized hedging strategy known as portfolio insurance,0,0
"When the flood tide of boat people surged out of Vietnam in tens of thousands in 1978 and 1979 , many of these desperate people found themselves pushed off by countries where they sought asylum , and , as a result , large numbers were drowned or lost at sea",0,0
He will also fill Mr. Senn 's unexpired term as a director,0,0
"But industry lobbyists argued successfully that reconstituting spent plastic containers into such alternative products as flower pots , drainpipes , synthetic lumber , and filling for pillows and sleeping bags should count against the recycling targets",0,0
Paulina and the old man go out to the laundry shed to eat their breakfasts,0,0
"`` If Shorty puts down his arms , the campesinos themselves will kill him .",0,0
A former Navy intelligence aide said the U.S. targeted the French Embassy when it bombed Libya in 1986,0,0
"Its economy remains so robust that it can absorb much punishment before problems get serious , as they might in a recession",0,0
"The glass blank , which will be ground and polished into a telescope mirror , was spun - cast six weeks ago using centrifugal force , then gradually cooled until a special furnace was turned off last weekend",0,0
"Tracing the story of six women , aged 65 - 75 , Ms. Aviad set out to show how their lives have not only continued , but flourished - - growing into acting , writing , community service",0,0
"It knocked her down , ran over her leg and plowed into some parked cars , hurtling her six - week - old son off the front seat",0,0
"Sometimes , peasants cut them down for firewood as soon as they 're planted",0,0
"Union locals were preparing to strike , citing health and safety grievances at about nine plants , including Chrysler 's Sterling Heights , Mich . , stamping plant",0,0
"From the 14th century to Corregidor in 1942 , such forts had to be taken by storm before attacking ships could pass",0,0
"The vice president 's confrontation with Mr. Rather also has raised further questions about the media 's performance this political season , as CBS and its affiliates were flooded with phone calls , mostly critical of Mr. Rather",0,0
And Jackson adviser Roger Wilkins warned that `` trust and loyalty are bound to wither '' if the lines of communication between the two camps are not kept open,0,0
"MMWEC , which itself has said it would like to eventually withdraw from Seabrook if it can find a buyer , has n't missed any payments on its bonds",0,0
"If they do , he threatened , Congress will roll back their rules legislatively",0,0
A revenue passenger mile is one paying passenger flown one mile,0,0
"Since coordination requires the modification of domestic political trade - offs previously struck , altering such positions is extremely difficult",0,0
"Despite the problem , the Daedalus is almost ready for its main mission: a recreation this spring of the flight of the mythological Greek inventor Daedalus , who escaped from prison on the island of Crete by making wax - and - feather wings and flying 70 miles to the mainland of Greece",0,0
"But the Nazis did n't occupy Hungary , and kill half a million Jews , until 1944",0,0
"`` Greenmail is particularly worrisome - - it strikes me that when managers pay greenmail they may be violating their duties to the stockholders , '' he added",0,0
"Massport argues that 's just what it is doing , and the whole debate may become moot anyway if the federal government or courts strike down Phase One",0,0
Pakistani cheating could prompt Moscow to declare the accords void or to attack Afghan - resistance camps in Pakistan,0,0
"`` Some people feel it was bearish because it was n't regular sugar and absorbed a large chunk of demand , '' he said",0,0
"`` He will take up my gun when I die , '' the captain says",0,0
"The races mingle in department stores and at downtown restaurants , where city employees all eat between noon and one",0,0
"He comes off startlingly grasping , coldblooded and ambitious as a young standup comic on the make",0,0
"Boston is flourishing , office space in the South End is still cheaper than in nearby business districts , and deregulation of deposit rates allows banks to compete in new ways",0,0
"The fare restructuring , aimed at tying prices to mileage flown , apparently will wipe away many of the bargain - basement fares currently available to leisure travelers , and make it likely that those travelers will pay $ 10 to $ 30 more on most fares",0,0
"Since then , Mr. Cahouet has filled nearly every major spot in Mellon 's upper management with executives from New York and West Coast banking centers",0,0
"Joseph M. Kornick , a principal , says the Minute Maid handle is more comfortably rounded `` to fit adults and children '' and has been placed lower `` to lower the center of gravity '' for easier pouring",0,0
"And they claim - - butter not melting in their retinyl - palmitated , Heather Mist tinted mouths - - to `` rebuild the epidermis and strengthen its natural defenses , '' to `` enhance the natural rate of repair of cells , '' and to `` virtually reverse the visual signs of age on surface skin .",0,0
"Fund officials say the precious metals move is probably an interim one , that Mr. Oberman is simply smoothing the way for a successor",0,0
"They have been able to grab a large share of the market , because unlike some American banks , they have a triple - A credit rating , and they can offer letters of a credit at a better rate than their domestic competitors",0,0
The thaw in U.S. - Soviet relations has touched many areas of Soviet life,0,0
Switzerland is an example of a country that has pursued a domestic price rule and achieved price stability while allowing fluctuations in the exchange rate to absorb real shocks,0,0
In 1985 the governments began knocking down the dollar 's value on the markets to help the U.S. gradually extract itself from its huge trade deficit ; a cheaper dollar encourages U.S. exports and discourages imports,0,0
"In the past two years , more than 60 midsize firms - - more than 10 % of the total nationwide - - have either dissolved or merged , says Holley Moyer of the legal - consulting firm Hildebrandt Inc. Though midsize firms make up 10 % of all law firms , they accounted for 25 % of the field 's mergers and closings in the past two years",0,0
I 'd miss it if I did n't play,0,0
"A bomb exploded in India 's northern Haryana state , killing at least 15 people and wounding about 25 others",0,0
"Load factor , or the percentage of available seats filled , increased to 49.1 % from 44.9 %",0,0
"It concluded that some 9 % of the population , or 1.5 million people , probably has been killed",0,0
"Once the people move , these houses will be destroyed",0,0
The appointment fills a vacancy on Perry 's eight - member board,0,0
`` Brazil is planting on about half of the land they can plant on,0,0
"An introduction by Edward Shils , the well - known sociologist of ideas - LRB - who has never been a radical - RRB - lends historical perspective to the collection",0,0
Komatsu cited increased public - works spending in Japan and `` flourishing private - sector housing investment .,0,0
"Refrigerants are one of several chemical products that contain chlorofluorocarbons thought to be eating away at the ozone layer , which shields the Earth from destructive ultraviolet rays",0,0
A senior Afghan official said President Najibullah would n't step down to satisfy rebel conditions for joining the government as part of a year - old national reconciliation initiative,0,0
"`` I have 27 homes willing and able , but we 're drowning in red tape .",0,0
"The New York Stock Exchange composite index also touched a high since the crash but pulled back to close at 144.82 , up 0.28 but below its Oct. 21 level of 145.02",0,0
Mr. Rosenberg suggests that those students who do n't fully grasp what they 're taught in civics class might make `` bad '' voters,0,0
"Twelve - year - old Peter Reaves of Pittsburgh treasures `` his free time to ride his bike , play ball and just hangout , '' says his mother Debby",0,0
"The military likely would have to step in , if only as a temporary measure , to stabilize the situation",0,0
"With its strength in the Old South , the Rocky Mountain and northern plains states and such dependable GOP bastions as Indiana , the party can absorb some losses and still accumulate close to 200 electoral votes",0,0
Upstairs over the bufyet is the ballroom where Natasha danced,0,0
"Both men spend large chunks of their time raising money , which they quickly convert into negative TV commercials attacking each other , hoping voters finally will begin to notice",0,0
"Medic - Light already is working on `` second - generation '' products , including a computerized light system that , by simulating the gradual light changes of dawn and dusk , is designed to serve as `` a natural clock '' to wake people up and lull them to sleep , says Mr. Hughes",0,0
Canadian National said that Canadian Pacific Hotels agreed to maintain all existing labor contracts and pension benefits and to absorb all of CN Hotels ' current employees,0,0
"`` What the market has missed is the depth and the extent of G - 7 - LRB - Group of Seven industrialized nations - RRB - cooperation with the dollar being supported by a Japanese easy - money policy all year long , '' Mr. Hodge said",0,0
"One can not help but be absorbed by portions of Mr. Bouwsma 's diligent labor , but readers should be warned that the Calvin of this book is presented not as a dramatic heretic , but as a rather schematic schismatic",0,0
"First RepublicBank , besieged with rumors about a possible failure or takeover , said it would n't have any comment on the FDIC 's activity",0,0
Israeli - backed militias attacked strongholds of the pro - Iranian Hezbollah in southern Lebanon after Israeli warplanes raided the villages,0,0
"American Airlines said it will establish a crew base in Miami as part of its plan to expand in the Southeast , a move that will strike into the home base of embattled Eastern Airlines",0,0
"The psychiatric hospital operator missed a deadline last Thursday to repay all the debt , when it could n't complete a refinancing transaction",0,0
"Los Angeles - based Zero makes cases , cabinets and cooling equipment for the electronics industry and industrial and consumer use",0,0
"Brokerage rates are fixed by the finance ministry , so discount brokerage is n't possible , unlike London where the fixed commissions were abolished in 1986",0,0
"Currently , if they do n't plant an allotted percentage of their so - called crop base with subsidized crops , the government penalizes them the next year by reducing the size of their base , thus cutting their subsidy payments",0,0
"Early this year , the rate on funds , or reserves that banks lend each other , was averaging as low as 6 1 2 % to 6 5 8 %",0,0
"Last year , its news writers division struck for six weeks",0,0
An early new accord would absorb the existing one,0,0
"The theory: With a drought , the government might encourage increased acreage to be planted next spring",0,0
The magazine praised the movie for showing the `` full comedic range '' of the actor and said it would `` put to rest all doubts regarding Mr. Murphy 's depth and versatility for good .,0,0
"As a result , Drexel is plowing more money into leveraged buy - outs , employee buy - outs and other friendly transactions",0,0
Gallstones in seven patients were rapidly dissolved without major surgery by a University of Connecticut researcher,0,0
PARENTS with mildly ill children do n't have to miss work under a program initiated for Minneapolis - area employees of Honeywell Inc,0,0
Next to it the firm planted a sign: `` Little things like this will never come between us .,0,0
"The provincial governments of Alberta and Saskatchewan have offered a total of 28.5 million Canadian dollars - LRB - $ 23.2 million - RRB - to assist in well drilling , water pumping and other relief activities",0,0
United Rubber Workers union members at five Firestone Tire & Rubber Co. plants struck yesterday after negotiators failed to agree on a contract settlement,0,0
"Limited grew so quickly and was such a hit on Wall Street for so long `` that some of us thought it could escape the current fashion retail slump , but that is n't the case .",0,0
"According to Mr. Paff , Mr. McCarthy has said that any majority vote by members against the agreement would mean rejection and leave them free to strike",0,0
The gulf has even threatened to destroy projects,0,0
"The federal funds rate , which is the rate on reserves banks lend each other overnight , averaged 6.79 % Friday , according to Fulton Prebon - LRB - U.S.A. - RRB - / - RRB -",0,0
"Production of a critical ingredient for solid rocket fuel has resumed at a Kerr - McGee Corp. plant , five weeks after explosions destroyed the only other plant making the chemical a mile away",0,0
Most land being farmed by FmHA borrowers would be plowed regardless of whether the FmHA ever existed,0,0
"It was then that a 747 crash killed 520 people , the worst single - aircraft accident in aviation history",0,0
The government wo n't estimate the condition of the recently planted corn and soybean crops until August,0,0
"`` The belief is that this quantity has been absorbed by the market and that the Ivory Coast might want to back off as a seller for a while , '' he said",0,0
